Provincias;Grupo quinquenal de edad;Nacionalidad;Sexo;Periodo;Total
23 Jaén;De 0 a 4 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;34
23 Jaén;De 0 a 4 años;De Sudamérica;Ambos sexos;1 de julio de 2022;111
23 Jaén;De 0 a 4 años;De Asia;Ambos sexos;1 de julio de 2022;84
23 Jaén;De 0 a 4 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
23 Jaén;De 0 a 4 años;Apátridas;Ambos sexos;1 de julio de 2022;2
23 Jaén;De 5 a 9 años;Española;Ambos sexos;1 de julio de 2022;26440
23 Jaén;De 5 a 9 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;182
23 Jaén;De 5 a 9 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 5 a 9 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;52
23 Jaén;De 5 a 9 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 5 a 9 años;De Africa;Ambos sexos;1 de julio de 2022;477
23 Jaén;De 5 a 9 años;De América del Norte;Ambos sexos;1 de julio de 2022;13
23 Jaén;De 5 a 9 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;41
23 Jaén;De 5 a 9 años;De Sudamérica;Ambos sexos;1 de julio de 2022;172
23 Jaén;De 5 a 9 años;De Asia;Ambos sexos;1 de julio de 2022;88
23 Jaén;De 5 a 9 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
23 Jaén;De 5 a 9 años;Apátridas;Ambos sexos;1 de julio de 2022;3
23 Jaén;De 10 a 14 años  ;Española;Ambos sexos;1 de julio de 2022;30978
23 Jaén;De 10 a 14 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;74
23 Jaén;De 10 a 14 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 10 a 14 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;66
23 Jaén;De 10 a 14 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 10 a 14 años  ;De Africa;Ambos sexos;1 de julio de 2022;419
23 Jaén;De 10 a 14 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;13
23 Jaén;De 10 a 14 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;45
23 Jaén;De 10 a 14 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;159
23 Jaén;De 10 a 14 años  ;De Asia;Ambos sexos;1 de julio de 2022;90
23 Jaén;De 10 a 14 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
23 Jaén;De 10 a 14 años  ;Apátridas;Ambos sexos;1 de julio de 2022;2
23 Jaén;De 15 a 19 años  ;Española;Ambos sexos;1 de julio de 2022;32886
23 Jaén;De 15 a 19 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;111
23 Jaén;De 15 a 19 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 15 a 19 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;64
23 Jaén;De 15 a 19 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 15 a 19 años  ;De Africa;Ambos sexos;1 de julio de 2022;639
23 Jaén;De 15 a 19 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;13
23 Jaén;De 15 a 19 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;39
23 Jaén;De 15 a 19 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;182
23 Jaén;De 15 a 19 años  ;De Asia;Ambos sexos;1 de julio de 2022;93
23 Jaén;De 15 a 19 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;2
23 Jaén;De 15 a 19 años  ;Apátridas;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 20 a 24 años;Española;Ambos sexos;1 de julio de 2022;33507
23 Jaén;De 20 a 24 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;146
23 Jaén;De 20 a 24 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 20 a 24 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;81
23 Jaén;De 20 a 24 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 20 a 24 años;De Africa;Ambos sexos;1 de julio de 2022;580
23 Jaén;De 20 a 24 años;De América del Norte;Ambos sexos;1 de julio de 2022;24
23 Jaén;De 20 a 24 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;130
23 Jaén;De 20 a 24 años;De Sudamérica;Ambos sexos;1 de julio de 2022;318
23 Jaén;De 20 a 24 años;De Asia;Ambos sexos;1 de julio de 2022;91
23 Jaén;De 20 a 24 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
23 Jaén;De 20 a 24 años;Apátridas;Ambos sexos;1 de julio de 2022;5
23 Jaén;De 25 a 29 años;Española;Ambos sexos;1 de julio de 2022;34714
23 Jaén;De 25 a 29 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;183
23 Jaén;De 25 a 29 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 25 a 29 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;93
23 Jaén;De 25 a 29 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 25 a 29 años;De Africa;Ambos sexos;1 de julio de 2022;544
23 Jaén;De 25 a 29 años;De América del Norte;Ambos sexos;1 de julio de 2022;33
23 Jaén;De 25 a 29 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;199
23 Jaén;De 25 a 29 años;De Sudamérica;Ambos sexos;1 de julio de 2022;438
23 Jaén;De 25 a 29 años;De Asia;Ambos sexos;1 de julio de 2022;119
23 Jaén;De 25 a 29 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 25 a 29 años;Apátridas;Ambos sexos;1 de julio de 2022;8
23 Jaén;De 30 a 34 años;Española;Ambos sexos;1 de julio de 2022;35680
23 Jaén;De 30 a 34 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;325
23 Jaén;De 30 a 34 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 30 a 34 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;80
23 Jaén;De 30 a 34 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 30 a 34 años;De Africa;Ambos sexos;1 de julio de 2022;594
23 Jaén;De 30 a 34 años;De América del Norte;Ambos sexos;1 de julio de 2022;35
23 Jaén;De 30 a 34 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;180
23 Jaén;De 30 a 34 años;De Sudamérica;Ambos sexos;1 de julio de 2022;392
23 Jaén;De 30 a 34 años;De Asia;Ambos sexos;1 de julio de 2022;125
23 Jaén;De 30 a 34 años;De Oceanía;Ambos sexos;1 de julio de 2022;4
23 Jaén;De 30 a 34 años;Apátridas;Ambos sexos;1 de julio de 2022;13
23 Jaén;De 35 a 39 años;Española;Ambos sexos;1 de julio de 2022;36089
23 Jaén;De 35 a 39 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;431
23 Jaén;De 35 a 39 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 35 a 39 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;99
23 Jaén;De 35 a 39 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 35 a 39 años;De Africa;Ambos sexos;1 de julio de 2022;497
23 Jaén;De 35 a 39 años;De América del Norte;Ambos sexos;1 de julio de 2022;41
23 Jaén;De 35 a 39 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;102
23 Jaén;De 35 a 39 años;De Sudamérica;Ambos sexos;1 de julio de 2022;383
23 Jaén;De 35 a 39 años;De Asia;Ambos sexos;1 de julio de 2022;121
23 Jaén;De 35 a 39 años;De Oceanía;Ambos sexos;1 de julio de 2022;3
23 Jaén;De 35 a 39 años;Apátridas;Ambos sexos;1 de julio de 2022;14
23 Jaén;De 40 a 44 años;Española;Ambos sexos;1 de julio de 2022;41217
23 Jaén;De 40 a 44 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;497
23 Jaén;De 40 a 44 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 40 a 44 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;167
23 Jaén;De 40 a 44 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 40 a 44 años;De Africa;Ambos sexos;1 de julio de 2022;443
23 Jaén;De 40 a 44 años;De América del Norte;Ambos sexos;1 de julio de 2022;25
23 Jaén;De 40 a 44 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;93
23 Jaén;De 40 a 44 años;De Sudamérica;Ambos sexos;1 de julio de 2022;362
23 Jaén;De 40 a 44 años;De Asia;Ambos sexos;1 de julio de 2022;103
23 Jaén;De 40 a 44 años;De Oceanía;Ambos sexos;1 de julio de 2022;3
23 Jaén;De 40 a 44 años;Apátridas;Ambos sexos;1 de julio de 2022;5
23 Jaén;De 45 a 49 años;Española;Ambos sexos;1 de julio de 2022;44144
23 Jaén;De 45 a 49 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;336
23 Jaén;De 45 a 49 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 45 a 49 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;125
23 Jaén;De 45 a 49 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 45 a 49 años;De Africa;Ambos sexos;1 de julio de 2022;367
23 Jaén;De 45 a 49 años;De América del Norte;Ambos sexos;1 de julio de 2022;24
23 Jaén;De 45 a 49 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;71
23 Jaén;De 45 a 49 años;De Sudamérica;Ambos sexos;1 de julio de 2022;310
23 Jaén;De 45 a 49 años;De Asia;Ambos sexos;1 de julio de 2022;80
23 Jaén;De 45 a 49 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 45 a 49 años;Apátridas;Ambos sexos;1 de julio de 2022;11
23 Jaén;De 50 a 54 años;Española;Ambos sexos;1 de julio de 2022;47041
23 Jaén;De 50 a 54 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;342
23 Jaén;De 50 a 54 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 50 a 54 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;146
23 Jaén;De 50 a 54 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 50 a 54 años;De Africa;Ambos sexos;1 de julio de 2022;350
23 Jaén;De 50 a 54 años;De América del Norte;Ambos sexos;1 de julio de 2022;25
23 Jaén;De 50 a 54 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;52
23 Jaén;De 50 a 54 años;De Sudamérica;Ambos sexos;1 de julio de 2022;269
23 Jaén;De 50 a 54 años;De Asia;Ambos sexos;1 de julio de 2022;85
23 Jaén;De 50 a 54 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 50 a 54 años;Apátridas;Ambos sexos;1 de julio de 2022;3
23 Jaén;De 55 a 59 años;Española;Ambos sexos;1 de julio de 2022;49611
23 Jaén;De 55 a 59 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;239
23 Jaén;De 55 a 59 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 55 a 59 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;168
23 Jaén;De 55 a 59 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 55 a 59 años;De Africa;Ambos sexos;1 de julio de 2022;302
23 Jaén;De 55 a 59 años;De América del Norte;Ambos sexos;1 de julio de 2022;7
23 Jaén;De 55 a 59 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;39
23 Jaén;De 55 a 59 años;De Sudamérica;Ambos sexos;1 de julio de 2022;186
23 Jaén;De 55 a 59 años;De Asia;Ambos sexos;1 de julio de 2022;58
23 Jaén;De 55 a 59 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 55 a 59 años;Apátridas;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 60 a 64 años;Española;Ambos sexos;1 de julio de 2022;44529
23 Jaén;De 60 a 64 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;183
23 Jaén;De 60 a 64 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 60 a 64 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;195
23 Jaén;De 60 a 64 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 60 a 64 años;De Africa;Ambos sexos;1 de julio de 2022;189
23 Jaén;De 60 a 64 años;De América del Norte;Ambos sexos;1 de julio de 2022;16
23 Jaén;De 60 a 64 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;22
23 Jaén;De 60 a 64 años;De Sudamérica;Ambos sexos;1 de julio de 2022;120
23 Jaén;De 60 a 64 años;De Asia;Ambos sexos;1 de julio de 2022;48
23 Jaén;De 60 a 64 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 60 a 64 años;Apátridas;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 65 a 69 años;Española;Ambos sexos;1 de julio de 2022;34266
23 Jaén;De 65 a 69 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;130
23 Jaén;De 65 a 69 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 65 a 69 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;202
23 Jaén;De 65 a 69 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 65 a 69 años;De Africa;Ambos sexos;1 de julio de 2022;90
23 Jaén;De 65 a 69 años;De América del Norte;Ambos sexos;1 de julio de 2022;15
23 Jaén;De 65 a 69 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;10
23 Jaén;De 65 a 69 años;De Sudamérica;Ambos sexos;1 de julio de 2022;84
23 Jaén;De 65 a 69 años;De Asia;Ambos sexos;1 de julio de 2022;21
23 Jaén;De 65 a 69 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
23 Jaén;De 65 a 69 años;Apátridas;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 70 a 74 años  ;Española;Ambos sexos;1 de julio de 2022;27099
23 Jaén;De 70 a 74 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;92
23 Jaén;De 70 a 74 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 70 a 74 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;155
23 Jaén;De 70 a 74 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 70 a 74 años  ;De Africa;Ambos sexos;1 de julio de 2022;74
23 Jaén;De 70 a 74 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;4
23 Jaén;De 70 a 74 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;9
23 Jaén;De 70 a 74 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;51
23 Jaén;De 70 a 74 años  ;De Asia;Ambos sexos;1 de julio de 2022;5
23 Jaén;De 70 a 74 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 70 a 74 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
23 Jaén;De 75 a 79 años  ;Española;Ambos sexos;1 de julio de 2022;22621
23 Jaén;De 75 a 79 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;44
23 Jaén;De 75 a 79 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 75 a 79 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;101
23 Jaén;De 75 a 79 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 75 a 79 años  ;De Africa;Ambos sexos;1 de julio de 2022;21
23 Jaén;De 75 a 79 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;5
23 Jaén;De 75 a 79 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;4
23 Jaén;De 75 a 79 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;28
23 Jaén;De 75 a 79 años  ;De Asia;Ambos sexos;1 de julio de 2022;10
23 Jaén;De 75 a 79 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 75 a 79 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
23 Jaén;De 80 a 84 años  ;Española;Ambos sexos;1 de julio de 2022;17602
23 Jaén;De 80 a 84 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;23
23 Jaén;De 80 a 84 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 80 a 84 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;47
23 Jaén;De 80 a 84 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 80 a 84 años  ;De Africa;Ambos sexos;1 de julio de 2022;24
23 Jaén;De 80 a 84 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;2
23 Jaén;De 80 a 84 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;4
23 Jaén;De 80 a 84 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;22
23 Jaén;De 80 a 84 años  ;De Asia;Ambos sexos;1 de julio de 2022;4
23 Jaén;De 80 a 84 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
23 Jaén;De 80 a 84 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
23 Jaén;De 85 a 89 años  ;Española;Ambos sexos;1 de julio de 2022;14458
23 Jaén;De 85 a 89 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;14
23 Jaén;De 85 a 89 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 85 a 89 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;9
23 Jaén;De 85 a 89 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;De 85 a 89 años  ;De Africa;Ambos sexos;1 de julio de 2022;9
23 Jaén;De 85 a 89 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 85 a 89 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;1
23 Jaén;De 85 a 89 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;11
23 Jaén;De 85 a 89 años  ;De Asia;Ambos sexos;1 de julio de 2022;4
23 Jaén;De 85 a 89 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
23 Jaén;De 85 a 89 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
23 Jaén;90 y más años;Española;Ambos sexos;1 de julio de 2022;7705
23 Jaén;90 y más años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;9
23 Jaén;90 y más años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
23 Jaén;90 y más años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;4
23 Jaén;90 y más años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
23 Jaén;90 y más años;De Africa;Ambos sexos;1 de julio de 2022;11
23 Jaén;90 y más años;De América del Norte;Ambos sexos;1 de julio de 2022;2
23 Jaén;90 y más años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;0
23 Jaén;90 y más años;De Sudamérica;Ambos sexos;1 de julio de 2022;4
23 Jaén;90 y más años;De Asia;Ambos sexos;1 de julio de 2022;4
23 Jaén;90 y más años;De Oceanía;Ambos sexos;1 de julio de 2022;0
23 Jaén;90 y más años;Apátridas;Ambos sexos;1 de julio de 2022;0
24 León;De 0 a 4 años;Española;Ambos sexos;1 de julio de 2022;11352
24 León;De 0 a 4 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;197
24 León;De 0 a 4 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
24 León;De 0 a 4 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;52
24 León;De 0 a 4 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
24 León;De 0 a 4 años;De Africa;Ambos sexos;1 de julio de 2022;390
24 León;De 0 a 4 años;De América del Norte;Ambos sexos;1 de julio de 2022;17
24 León;De 0 a 4 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;71
24 León;De 0 a 4 años;De Sudamérica;Ambos sexos;1 de julio de 2022;198
24 León;De 0 a 4 años;De Asia;Ambos sexos;1 de julio de 2022;80
24 León;De 0 a 4 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
24 León;De 0 a 4 años;Apátridas;Ambos sexos;1 de julio de 2022;1
24 León;De 5 a 9 años;Española;Ambos sexos;1 de julio de 2022;14547
24 León;De 5 a 9 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;292
24 León;De 5 a 9 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
24 León;De 5 a 9 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;93
24 León;De 5 a 9 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
24 León;De 5 a 9 años;De Africa;Ambos sexos;1 de julio de 2022;278
24 León;De 5 a 9 años;De América del Norte;Ambos sexos;1 de julio de 2022;21
24 León;De 5 a 9 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;74
24 León;De 5 a 9 años;De Sudamérica;Ambos sexos;1 de julio de 2022;316
24 León;De 5 a 9 años;De Asia;Ambos sexos;1 de julio de 2022;91
24 León;De 5 a 9 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
24 León;De 5 a 9 años;Apátridas;Ambos sexos;1 de julio de 2022;1
24 León;De 10 a 14 años  ;Española;Ambos sexos;1 de julio de 2022;16749
24 León;De 10 a 14 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;240
24 León;De 10 a 14 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
24 León;De 10 a 14 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;84
24 León;De 10 a 14 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
24 León;De 10 a 14 años  ;De Africa;Ambos sexos;1 de julio de 2022;246
24 León;De 10 a 14 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;19
24 León;De 10 a 14 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;68
