Provincia,CodMun,Municipio,Extensión superficial (Km2). 2019,Perímetro (m). 2019,Altitud sobre el nivel del mar (m). 2019,Coordenadas del núcleo principal (grados). 2022,Número de núcleos que componen el municipio. 2021,Distancia a la capital (Km). 2019,Población total. 2021,Población. Hombres. 2021,Población. Mujeres. 2021,Población en núcleos. 2021,Población en diseminados. 2021,Edad media. 2021,Porcentaje de población menor de 20 años. 2021,Porcentaje de población mayor de 65 años. 2021,Variación relativa de la población en diez años (%). 2011-2021,Número de extranjeros. 2021,Principal procedencia de los extranjeros residentes. 2021,Porcentaje que representa respecto total de extranjeros. 2021,Emigraciones. 2021,Inmigraciones. 2021,Nacimientos. 2021,Defunciones. 2021,Matrimonios. 2021,Centros de Infantil. Curso 2020-2021,Centros de Primaria. Curso 2020-2021,Centros de Enseñanza Secundaria Obligatoria. Curso 2020-2021,Centros  de Bachillerato. Curso 2020-2021,Centros  C.F. de Grado Medio. Curso 2020-2021,Centros  C.F. de Grado Superior. Curso 2020-2021,Centros de educación de adultos. Curso 2020-2021,Bibliotecas públicas. 2020,Centros de salud. 2021,Consultorios. 2021,Viviendas familiares principales. 2011,Transacciones inmobiliarias. Vivienda nueva. 2021,Transacciones inmobiliarias. Vivienda segunda mano. 2021,Número de pantallas de cine. 2021,Elecciones Generales. Censo electoral. 2019,Elecciones Generales. Abstenciones. 2019,Elecciones Generales. Fuerza política 1. 2019,Elecciones Generales. Fuerza política 2. 2019,Elecciones Generales. Fuerza política 3. 2019,Elecciones Generales. Fuerza política 4. 2019,Elecciones Generales. Fuerza política 5. 2019,Elecciones al Parlamento. Censo electoral. 2022,Elecciones al Parlamento. Abstenciones. 2022,Elecciones al Parlamento. Fuerza política 1. 2022,Elecciones al Parlamento. Fuerza política 2. 2022,Elecciones al Parlamento. Fuerza política 3. 2022,Elecciones al Parlamento. Fuerza política 4. 2022,Elecciones al Parlamento. Fuerza política 5. 2022,Elecciones Locales. Censo electoral. 2019,Elecciones Locales. Abstenciones. 2019,Elecciones Locales. Fuerza política 1. 2019,Elecciones Locales. Fuerza política 2. 2019,Elecciones Locales. Fuerza política 3. 2019,Elecciones Locales. Fuerza política 4. 2019,Elecciones Locales. Fuerza política 5. 2019,Alcaldía. 2019,Superficie dedicada a cultivos herbáceos (ha). 2020,Principal cultivo herbáceo de regadío. 2020,Principal cultivo herbáceo de regadío (ha). 2020,Principal cultivo herbáceo de secano. 2020,Principal cultivo herbáceo de secano (ha). 2020,Superficie dedicada a cultivos leñosos (ha). 2020,Principal cultivo leñoso de regadío. 2020,Principal cultivo leñoso de regadío (ha). 2020,Principal cultivo leñoso de secano. 2020,Principal cultivo leñoso de secano (ha). 2020,Sin asalariados. 2021,Hasta 5 asalariados. 2021,Entre 6 y 19 asalariados. 2021,De 20 y más asalariados. 2021,Total establecimientos. 2021,Actividad 1. 2021,Actividad 2. 2021,Actividad 3. 2021,Actividad 4. 2021,Actividad 5. 2021,Vehículos turismos. 2021,Autorizaciones de transporte: taxis. 2017,Autorizaciones de transporte: mercancías. 2017,Autorizaciones de transporte: viajeros. 2017,Vehículos matriculados. 2021,Vehículos turismos matriculados. 2021,Oficinas de entidades de crédito. 2021,Consumo de energía eléctrica (MWh) (Endesa). 2020,Consumo de energía eléctrica residencial (MWh) (Endesa). 2020,Hoteles. 2020,Hostales y pensiones. 2020,Plazas en hoteles. 2020,Plazas en hostales y pensiones. 2020,Paro registrado. Mujeres. 2021,Paro registrado. Hombres. 2021,Paro registrado. Extranjeros. 2021,Tasa municipal de desempleo. 2021,Contratos registrados. Mujeres. 2021,Contratos registrados. Hombres. 2021,Contratos registrados. Indefinidos. 2021,Contratos registrados. Temporales. 2021,Contratos registrados. Extranjeros. 2021,Trabajadores eventuales agrarios subsidiados. Mujeres. 2021,Trabajadores eventuales agrarios subsidiados. Hombres. 2021,Presupuesto liquidado de ingresos (euros). 2020,Presupuesto liquidado de gastos (euros). 2020,Ingresos por habitante (euros). 2020,Gastos por habitante (euros). 2020,Número de declaraciones. 2020,Renta neta media declarada (euros). 2020,IBI de naturaleza urbana. Número de recibos. 2020,IBI de naturaleza rústica. Número titulares catastrales. 2020,Número de parcelas catastrales: Solares. 2020,Número de parcelas catastrales: Parcelas edificadas. 2020,Situaciones de alta en actividades empresariales. 2019,Situaciones de alta en actividades profesionales. 2019,Situaciones de alta en actividades artísticas. 2019,Bienes muebles. 2021,Bienes inmuebles. 2021,Bienes inmateriales. 2021,Url. 2021
Cádiz,11006,Arcos de la Frontera,527.93,123065.77,183,"36.748, -5.807",11,60.8,30902,15427,15475,28419,2483,41.9,20.7,15.9,-1.9,676,Reino Unido,18.3,655,752,251,301,151,19,12,4,3,3,2,3,4,1,3,10827,53,294,6,24559,9225,PSOE : 5.778,VOX : 3.173,PP : 2.570,PODEMOS-IU : 1.531,C's : 1.420,24961,12175,PP : 5.868,PSOE-A : 3.176,VOX : 1.584,ADELANTE ANDALUCÍA-ANDALUCISTAS : 665,PorA : 523,24617,10294,PSOE-A : 6.801,PP : 3.150,AI-Pro : 1.756,C's : 1.170,ADELANTE : 665,PARTIDO SOCIALISTA OBRERO ESPAÑOL,30046,Algodón,1230,Girasol,8900,2465,Olivar aceituna de aceite,310,Olivar aceituna de aceite,1650,978,714,128,39,1859,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 466,"Sección A. Agricultura, ganadería, silvicultura y pesca: 270",Sección F. Construcción: 201,Sección I. Hostelería: 174,Sección H. Transporte y almacenamiento: 115,15435,12,227,79,575,391,10,76298,36296,19,8,636,251,3092,1804,85,35.3,6589,7375,753,13165,210,434,84,26827800.2,29250621.4,936,478.1,12484,11646,21316,4510,834,8029,2554,295,13,1197,146,12,https://guiadigital.iaph.es/municipio/1767/arcos-de-la-frontera
Cádiz,11007,Barbate,143.47,72622.33,10,"36.192, -5.919",3,60.2,22761,11407,11354,20643,2118,42.5,20,16.8,-0.7,702,Marruecos,30.9,445,624,185,218,80,10,8,3,1,2,2,2,1,1,2,7896,47,360,0,18032,8160,PSOE : 3.017,VOX : 1.872,PP : 1.744,PODEMOS-IU : 1.319,C's : 854,18371,10546,PP : 3.583,PSOE-A : 1.532,VOX : 930,PorA : 587,ADELANTE ANDALUCÍA-ANDALUCISTAS : 463,18135,7446,AxSI : 7.404,PSOE-A : 1.113,PP : 982,IU : 450,G.D.Z. : 253,ANDALUCÍA POR SÍ,1280,Arroz,368,Trigo,116,91,Olivar aceituna de aceite,85,Olivar aceituna de aceite,2,789,588,78,23,1478,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 466,Sección I. Hostelería: 262,"Sección A. Agricultura, ganadería, silvicultura y pesca: 111",Sección F. Construcción: 104,"Sección M. Actividades profesionales, científicas y técnicas: 89",9617,18,36,19,386,191,6,57579,30350,18,26,1546,736,2316,1606,117,38.9,4735,4979,560,9154,500,7,2,19776124.8,20034538.2,847.9,520.8,8444,11660,15238,2502,299,4544,1915,188,4,0,134,5,https://guiadigital.iaph.es/municipio/1768/barbate
Cádiz,11901,Benalup-Casas Viejas,60.43,47502.76,107,"36.345, -5.811",2,56.5,7020,3558,3462,6814,206,41.8,19.9,15.3,-2.8,127,Marruecos,15,174,207,49,54,29,3,2,1,1,1,0,2,1,1,0,2561,9,81,0,5739,1980,PSOE : 1.751,VOX : 556,PP : 543,PODEMOS-IU : 389,C's : 234,5855,2737,PP : 1.207,PSOE-A : 1.075,VOX : 238,PorA : 185,ADELANTE ANDALUCÍA-ANDALUCISTAS : 140,5720,1644,PSOE-A : 1.671,PP : 1.035,AxSI : 651,IU : 481,C's : 139,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1224,Triticale,194,Sorgo,91,2,Azufaifo. guayabo. Kaki. frambueso. grosellero. moral y otros,0,Olivar aceituna de aceite,1,242,168,25,7,442,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 120,Sección I. Hostelería: 60,Sección F. Construcción: 59,"Sección A. Agricultura, ganadería, silvicultura y pesca: 33",Sección N. Actividades administrativas y servicios auxiliares: 21,3720,5,24,7,114,74,1,16532,10118,*,*,*,*,625,368,20,28.9,1292,1220,128,2384,83,63,17,6132991.5,5971690,857.1,474.2,3213,11049,4693,366,361,2351,673,51,2,0,42,4,https://guiadigital.iaph.es/municipio/1770/benalup-casas-viejas
Cádiz,11009,Benaocaz,69.42,50656.42,793,"36.699, -5.421",2,104.1,695,373,322,637,58,45.3,14,17,-7.5,15,Marruecos,33.3,43,42,0,4,0,1,1,0,0,0,0,1,0,0,1,316,10,32,0,579,180,PSOE : 136,PP : 118,VOX : 68,C's : 30,PODEMOS-IU : 28,601,224,PP : 186,PSOE-A : 86,VOX : 32,Cs : 23,PorA : 20,590,119,PSOE-A : 177,PP : 163,C's : 117,ADELANTE : 4,-,PARTIDO POPULAR,238,Alfalfa,22,Avena,114,110,-,0,Olivar aceituna de aceite,110,38,21,5,1,65,Sección C. Industria manufacturera: 14,"Sección A. Agricultura, ganadería, silvicultura y pesca: 12",Sección I. Hostelería: 12,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 10,Sección F. Construcción: 7,350,1,2,1,11,7,1,1890,1253,*,*,*,*,52,27,4,22,134,234,20,348,4,0,0,0,0,0,0,259,13675,807,721,114,380,85,6,0,0,88,4,https://guiadigital.iaph.es/municipio/1771/benaocaz
Cádiz,11010,Bornos,54.34,32398.8,160,"36.815, -5.743",2,70.4,7655,3822,3833,7555,100,43.2,18.8,17.8,-5.6,109,Marruecos,41.3,175,166,53,93,27,5,3,1,1,1,1,2,2,0,2,2958,1,55,0,6327,2329,PSOE : 1.570,VOX : 687,PODEMOS-IU : 664,PP : 501,C's : 301,6289,3107,PP : 1.274,PSOE-A : 703,PorA : 464,VOX : 351,ADELANTE ANDALUCÍA-ANDALUCISTAS : 118,6352,2334,ADELANTE : 3.046,PSOE-A : 588,PP : 298,-,-,ADELANTE-SEVILLA:PODEMOS-IZQUIERDA UNIDA ANDALUCÍA PRIMAVERA ANDALUZA,3218,Algodón,456,Trigo,1150,174,Olivar aceituna de aceite,33,Olivar aceituna de aceite,92,248,126,21,5,400,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 113,"Sección A. Agricultura, ganadería, silvicultura y pesca: 73",Sección I. Hostelería: 48,Sección F. Construcción: 46,"Sección M. Actividades profesionales, científicas y técnicas: 17",3870,2,32,2,123,82,3,12840,9030,*,*,*,*,409,383,18,30.7,1324,1369,53,2640,40,435,85,4785228.7,4584997.9,571.6,253.9,3184,9405,4701,875,443,2956,440,48,0,0,26,3,https://guiadigital.iaph.es/municipio/1772/bornos
Cádiz,11012,Cádiz,12.32,52029.85,3,"36.53, -6.293",1,0,114244,53995,60249,114244,0,47,16.2,24.5,-8.5,2415,Marruecos,15.6,3006,2878,548,1393,388,44,28,21,17,11,13,7,5,7,0,46966,66,1380,18,97339,30219,PSOE : 19.311,PODEMOS-IU : 15.436,PP : 13.583,VOX : 8.280,C's : 5.331,95572,37833,PP : 22.464,PSOE-A : 11.596,ADELANTE ANDALUCÍA-ANDALUCISTAS : 9.512,VOX : 4.829,PorA : 4.036,97699,36496,ADELANTE : 26.498,PP : 13.397,PSOE-A : 10.474,C's : 6.659,VOX : 2.294,ADELANTE-SEVILLA:PODEMOS-IZQUIERDA UNIDA ANDALUCÍA PRIMAVERA ANDALUZA,0,-,0,-,0,0,-,0,-,0,3855,2967,778,301,7901,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 1.993,Sección I. Hostelería: 876,"Sección M. Actividades profesionales, científicas y técnicas: 801",Sección Q. Actividades sanitarias y de servicios sociales: 526,Sección S. Otros servicios: 519,44703,200,332,333,2070,1210,45,1141,40,20,18,2281,565,7621,5939,293,28.5,26404,35021,4019,57283,1838,1,2,159116876.6,156748471.4,1287.6,673,60395,20574,79729,14,94,5003,9495,2380,129,5301,389,13,https://guiadigital.iaph.es/municipio/1774/cadiz
Cádiz,11013,Castellar de la Frontera,178.93,64624.12,27,"36.287, -5.422",3,112.8,3070,1528,1542,3038,32,41.2,20.8,14.6,-3.7,157,Reino Unido,31.8,86,69,27,28,12,2,1,1,0,0,0,2,1,0,2,1123,1,17,0,2352,788,PSOE : 636,VOX : 322,PP : 219,PODEMOS-IU : 164,C's : 140,2359,952,PP : 572,PSOE-A : 460,VOX : 138,PorA : 79,ADELANTE ANDALUCÍA-ANDALUCISTAS : 49,2386,527,PSOE-A : 1.039,IU : 622,PP : 146,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,646,Algodón,98,Cereales de invierno para forrajes,172,403,Naranjo,155,Olivar aceituna de aceite,25,122,72,18,4,216,"Sección A. Agricultura, ganadería, silvicultura y pesca: 49",Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 45,Sección F. Construcción: 26,Sección I. Hostelería: 25,Sección H. Transporte y almacenamiento: 16,1817,2,37,2,63,46,1,15577,3430,*,*,*,*,237,138,22,25.1,462,536,63,935,59,0,0,2795139.3,2288634.9,742.1,431.7,1198,15466,1230,216,43,876,236,20,1,0,46,1,https://guiadigital.iaph.es/municipio/1775/castellar-de-la-frontera
Cádiz,11015,Chiclana de la Frontera,205.67,62783.2,6,"36.42, -6.149",12,23.4,86306,43131,43175,70682,15624,40.5,22.6,14.1,8.1,3724,Reino Unido,23,2375,3586,686,627,308,46,21,10,6,3,5,3,1,2,1,28123,49,1615,10,64414,24779,PSOE : 10.326,VOX : 9.992,PP : 6.928,PODEMOS-IU : 5.458,C's : 3.955,67227,33725,PP : 14.591,PSOE-A : 6.186,VOX : 5.406,ADELANTE ANDALUCÍA-ANDALUCISTAS : 2.493,PorA : 2.017,64583,34463,PSOE-A : 9.922,PP : 6.491,C's : 4.070,PODEMOS : 2.519,IU : 2.263,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5332,Avena,49,Trigo,1950,215,Azufaifo. guayabo. Kaki. frambueso. grosellero. moral y otros,3,Viñedo de uva para vino,200,3189,1894,437,130,5650,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 1.504,Sección F. Construcción: 754,Sección I. Hostelería: 497,"Sección M. Actividades profesionales, científicas y técnicas: 460",Sección S. Otros servicios: 325,40725,35,432,94,1876,1116,18,223355,132066,25,4,10834,159,7059,4626,361,31.8,12870,16735,2015,27580,955,5,3,79114140.7,81032709.2,984.6,683.3,34797,16146,59949,10333,3340,25886,7675,1245,78,247,73,2,https://guiadigital.iaph.es/municipio/1776/chiclana-de-la-frontera
Cádiz,11016,Chipiona,32.95,25782.42,6,"36.74, -6.437",1,45.7,19368,9686,9682,15340,4028,41.7,21,16.2,2.7,591,Marruecos,17.8,495,739,159,173,62,9,7,4,1,2,0,3,1,1,1,6357,200,560,0,15079,5726,PSOE : 2.705,VOX : 2.436,PP : 1.593,PODEMOS-IU : 1.135,C's : 865,15569,7625,PP : 3.678,PSOE-A : 1.418,VOX : 1.262,PorA : 597,Cs : 337,15142,5785,U x CH : 2.246,PSOE-A : 2.238,PP : 1.672,C's : 1.439,IU : 1.348,UNIDOS POR CHIPIONA,359,Algodón,47,Algodón,10,171,Viñedo de uva para vino,11,Viñedo de uva para vino,140,772,661,99,30,1562,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 485,"Sección A. Agricultura, ganadería, silvicultura y pesca: 268",Sección I. Hostelería: 225,Sección F. Construcción: 124,Sección S. Otros servicios: 69,8489,7,73,7,439,200,5,63183,35059,14,21,2217,484,1603,1189,80,31.8,7537,7391,960,13968,431,185,66,0,0,0,0,6961,11137,24338,6549,854,7223,1755,189,7,1,20,4,https://guiadigital.iaph.es/municipio/1777/chipiona
Cádiz,11014,Conil de la Frontera,88.61,50645.88,30,"36.277, -6.089",3,41.4,23182,11661,11521,14517,8665,41.4,21.5,15.9,7,1309,Marruecos,19.2,703,850,208,175,84,11,6,4,1,1,0,3,1,1,1,7426,27,291,0,17203,6280,PSOE : 3.127,PODEMOS-IU : 1.930,VOX : 1.923,PP : 1.785,C's : 1.250,17795,8484,PP : 3.970,PSOE-A : 1.596,PorA : 1.138,VOX : 954,ADELANTE ANDALUCÍA-ANDALUCISTAS : 600,17547,7339,IU : 4.211,PSOE-A : 2.260,AxSI : 1.742,PP : 1.218,C's : 626,IZQUIERDA UNIDA,2235,Trigo,35,Trigo,789,14,Naranjo,10,Naranjo,2,1269,814,126,29,2238,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 542,Sección I. Hostelería: 319,"Sección A. Agricultura, ganadería, silvicultura y pesca: 272",Sección F. Construcción: 262,"Sección M. Actividades profesionales, científicas y técnicas: 135",11437,18,216,38,577,284,9,22465,14616,25,36,4187,985,1499,1079,177,25,6602,8335,1187,13475,753,11,21,23816573.7,21876572.2,991.6,765.2,9798,14294,16904,6169,824,5445,2854,345,20,0,76,5,https://guiadigital.iaph.es/municipio/1778/conil-de-la-frontera
Cádiz,11011,El Bosque,30.76,25014.33,285,"36.759, -5.505",1,89.1,2223,1130,1093,2094,129,42.3,20.4,16.3,5,66,Marruecos,34.8,86,84,12,24,9,2,1,0,0,0,0,1,1,0,1,779,2,29,0,1726,602,PSOE : 354,VOX : 244,PP : 210,PODEMOS-IU : 131,C's : 90,1784,790,PP : 487,PSOE-A : 178,VOX : 113,ADELANTE ANDALUCÍA-ANDALUCISTAS : 79,PorA : 44,1735,506,PSOE-A : 567,PP : 226,AxSI : 183,ADELANTE : 132,VOX : 90,PARTIDO SOCIALISTA OBRERO ESPAÑOL,509,Algodón,28,Tranquillón. escaña y otros,82,146,-,0,Olivar aceituna de aceite,142,104,64,6,4,178,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 41,Sección I. Hostelería: 34,Sección F. Construcción: 25,Sección C. Industria manufacturera: 21,Sección S. Otros servicios: 8,1133,2,1,2,27,9,1,5737,3253,*,*,*,*,130,109,6,23.7,634,749,30,1353,24,4,4,2153219.9,1696567.9,820,562,905,13920,1854,390,182,877,259,25,3,0,29,4,https://guiadigital.iaph.es/municipio/1773/bosque-el
Cádiz,11018,El Gastor,27.55,26925.28,609,"36.855, -5.324",1,116,1709,865,844,1488,221,45.8,15.7,21.2,-7.1,63,Reino Unido,39.7,42,44,11,24,3,2,1,1,0,0,0,2,1,0,1,793,0,19,0,1434,433,PSOE : 402,PP : 234,VOX : 198,C's : 69,PODEMOS-IU : 44,1406,522,PP : 391,PSOE-A : 284,VOX : 117,ADELANTE ANDALUCÍA-ANDALUCISTAS : 25,PorA : 18,1464,333,PSOE-A : 661,PP : 433,ADELANTE : 4,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,87,-,0,Cebada,32,1020,Olivar aceituna de aceite,0,Olivar aceituna de aceite,1010,86,34,3,3,126,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 26,Sección I. Hostelería: 20,Sección F. Construcción: 18,"Sección A. Agricultura, ganadería, silvicultura y pesca: 17",Sección H. Transporte y almacenamiento: 7,962,1,6,1,32,16,2,0,0,0,0,0,0,72,98,2,25.9,419,264,13,670,6,55,9,2430191.2,2335469.9,1295.3,471,877,8448,1053,782,123,884,141,13,1,0,18,4,https://guiadigital.iaph.es/municipio/1780/gastor-el
Cádiz,11027,El Puerto de Santa María,159.55,87004.91,4,"36.595, -6.228",30,18.7,89060,43569,45491,80900,8160,41.8,21.9,16.6,0.2,3261,Estados Unidos,13.8,2382,3050,689,736,317,41,24,19,10,7,9,10,1,4,2,31409,103,1347,15,68774,23203,PSOE : 11.323,VOX : 10.412,PP : 9.564,PODEMOS-IU : 7.103,C's : 4.060,70149,31220,PP : 17.142,PSOE-A : 6.971,VOX : 5.777,PorA : 3.100,ADELANTE ANDALUCÍA-ANDALUCISTAS : 2.981,68863,31923,PP : 10.774,PSOE-A : 9.939,ADELANTE : 4.070,C's : 3.428,VOX : 2.740,PARTIDO POPULAR,6308,Algodón,1900,Girasol,1050,358,Viñedo de uva para vino,6,Viñedo de uva para vino,320,3347,2303,555,180,6385,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 1.635,"Sección M. Actividades profesionales, científicas y técnicas: 707",Sección I. Hostelería: 636,Sección F. Construcción: 506,Sección N. Actividades administrativas y servicios auxiliares: 390,43273,72,397,97,1884,1206,20,305436,141017,17,10,2422,466,6662,4286,350,29.8,15005,18239,2492,30671,1096,7,3,116066438,86193871.7,971.7,763.1,36352,19724,66553,2501,1676,14209,8598,1609,62,776,188,2,https://guiadigital.iaph.es/municipio/1789/puerto-de-santa-maria-el
Cádiz,11017,Espera,123.53,46791.91,145,"36.874, -5.806",2,72.7,3845,1923,1922,3811,34,43.3,19,18.3,-2.9,28,Marruecos,28.6,81,69,27,37,15,2,1,1,0,0,0,2,1,0,1,1500,4,25,0,3198,1144,PSOE : 945,PP : 330,PODEMOS-IU : 270,VOX : 261,C's : 133,3187,1508,PP : 677,PSOE-A : 497,PorA : 211,VOX : 114,ADELANTE ANDALUCÍA-ANDALUCISTAS : 70,3189,899,ADELANTE : 1.542,PSOE-A : 487,MAREA MUNICIPALISTA ANDALUZA : 130,PP : 42,-,ADELANTE-SEVILLA:PODEMOS-IZQUIERDA UNIDA ANDALUCÍA PRIMAVERA ANDALUZA,8775,Algodón,90,Girasol,3540,710,Olivar aceituna de aceite,85,Olivar aceituna de aceite,555,128,58,19,7,212,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 52,"Sección A. Agricultura, ganadería, silvicultura y pesca: 51",Sección F. Construcción: 29,Sección I. Hostelería: 20,Sección C. Industria manufacturera: 10,1818,0,34,0,48,34,1,6596,4459,0,0,0,0,168,198,4,28.3,1111,3177,54,4234,26,238,42,3054702.6,3196144.5,817,317.3,1564,9931,2495,659,386,1764,207,13,1,139,18,3,https://guiadigital.iaph.es/municipio/1779/espera
Cádiz,11019,Grazalema,122.45,54993.52,825,"36.758, -5.366",2,107.5,2030,1006,1024,1921,109,46.3,15.3,20.6,-8,23,Reino Unido,30.4,64,67,9,30,5,2,1,1,0,0,0,1,2,0,2,896,0,32,0,1757,524,PSOE : 437,PP : 273,VOX : 206,PODEMOS-IU : 116,C's : 85,1742,576,PP : 510,PSOE-A : 315,VOX : 114,ADELANTE ANDALUCÍA-ANDALUCISTAS : 56,PorA : 55,1763,384,PSOE-A : 814,PP : 425,ADELANTE : 96,-,-,PARTIDO SOCIALISTA OBRERO ESPAÑOL,44,Haba seca,1,Avena,16,304,-,0,Olivar aceituna de aceite,300,106,64,5,3,178,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 41,"Sección A. Agricultura, ganadería, silvicultura y pesca: 34",Sección I. Hostelería: 30,Sección C. Industria manufacturera: 12,Sección F. Construcción: 10,1096,2,11,2,14,7,2,5268,3006,*,*,*,*,151,95,3,24.1,667,735,26,1376,7,4,7,0,0,0,0,952,9572,1899,678,100,1275,204,21,1,0,48,11,https://guiadigital.iaph.es/municipio/1781/grazalema
Cádiz,11020,Jerez de la Frontera,1189.22,273180.24,45,"36.683, -6.138",25,29.4,212801,103879,108922,210168,2633,42.2,21.6,17,0.9,6092,Marruecos,16.2,4105,4981,1431,1840,674,106,68,46,23,17,16,28,9,11,14,77378,264,2556,21,166772,55567,PSOE : 32.000,VOX : 25.219,PP : 20.318,PODEMOS-IU : 15.245,C's : 10.813,168704,73496,PP : 41.854,PSOE-A : 19.320,VOX : 12.673,ADELANTE ANDALUCÍA-ANDALUCISTAS : 7.382,PorA : 6.028,166825,79669,PSOE-A : 27.735,PP : 24.476,C's : 11.813,ADELANTE : 9.648,GANEMOS : 4.540,PARTIDO SOCIALISTA OBRERO ESPAÑOL,60964,Algodón,3833,Trigo,18250,10975,Olivar aceituna de aceite,1780,Viñedo de uva para vino,5530,7678,5334,1284,449,14745,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 3.970,"Sección M. Actividades profesionales, científicas y técnicas: 1.280",Sección I. Hostelería: 1.197,Sección F. Construcción: 1.111,"Sección A. Agricultura, ganadería, silvicultura y pesca: 937",106322,159,1071,276,5096,2707,61,685873,307485,33,5,3563,155,18357,11588,1074,31.7,46750,58228,6094,98770,3055,433,83,0,0,0,0,86825,16846,145141,6441,2652,28263,18673,3274,127,376,455,42,https://guiadigital.iaph.es/municipio/1782/jerez-de-la-frontera
Cádiz,11021,Jimena de la Frontera,297.38,85874.1,145,"36.434, -5.453",4,100.3,6665,3405,3260,6059,606,43.1,20,18.4,-11.3,755,Reino Unido,34.2,229,278,57,78,26,6,3,3,1,1,1,2,2,1,2,3715,4,84,0,4914,1727,PSOE : 1.202,VOX : 547,PP : 465,PODEMOS-IU : 398,C's : 311,4873,2178,PP : 1.124,PSOE-A : 758,VOX : 287,PorA : 200,ADELANTE ANDALUCÍA-ANDALUCISTAS : 115,5136,1637,IU : 1.792,PSOE-A : 836,PP : 632,PODEMOS : 154,-,IZQUIERDA UNIDA,1719,Cereales de invierno para forrajes,155,Cereales de invierno para forrajes,332,842,Naranjo,475,Aguacate,24,333,227,32,12,604,"Sección A. Agricultura, ganadería, silvicultura y pesca: 157",Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas: 107,Sección I. Hostelería: 64,Sección F. Construcción: 62,"Sección M. Actividades profesionales, científicas y técnicas: 31",5217,5,77,5,149,91,5,24071,14582,3,3,124,66,525,311,106,26.3,902,1587,176,2312,370,2,5,5731367.8,5142268.6,529.6,305.7,2749,13370,4193,1659,441,2747,647,63,2,0,62,0,https://guiadigital.iaph.es/municipio/1783/jimena-de-la-frontera
Cádiz,11022,La Línea de la Concepción,19.24,27058.46,3,"36.16, -5.349",3,122.6,63365,31010,32355,60844,2521,41.8,20.9,17.2,-2.4,4824,Reino Unido,21.2,1561,1952,535,757,233,22,18,8,5,4,6,3,1,3,0,23704,45,746,0,48785,24027,PSOE : 7.543,VOX : 5.814,PP : 4.334,PODEMOS-IU : 2.726,C's : 2.420,49028,29565,PP : 8.688,PSOE-A : 3.926,VOX : 3.106,PorA : 1.127,ADELANTE ANDALUCÍA-ANDALUCISTAS : 1.049,49121,25870,LL100X100 : 15.823,PSOE-A : 2.771,PP : 1.431,ADELANTE : 993,VOX : 741,LA LINEA 100x100,0,-,0,-,0,0,-,0,-,0,1649,1193,203,77,3122,Sección G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; reparación de vehículos de motor y motocicletas: 971,Sección I. Hostelería: 351,Sección F. Construcción: 252,Sección S. Otros servicios: 246,Sección H. Transporte y almacenamiento: 209,29709,73,115,74,1292,699,10,137953,76864,5,5,1447,223,5771,4513,607,42,6314,5154,1482,9967,938,1,0,53100744,49988016.1,791.8,447.8,23443,18120,41453,1701,946,11381,3844,619,9,0,26,0,https://guiadigital.iaph.es/municipio/1784/linea-de-la-concepcion-la
